# index, _pos
627,"array([ 133.90789014, -136.96494838])"
628,"array([ 141.22913501, -145.85501957])"
629,"array([ 140.11151755, -141.08972751])"
630,"array([ 144.81575517, -145.46135875])"
631,"array([ 143.89397182, -140.2228611 ])"
632,"array([160.47723312, -73.2040344 ])"
633,"array([ 126.10183788, -117.90187432])"
634,"array([ 129.04898543, -118.10693945])"
635,"array([ 137.17981   , -147.37923085])"
636,"array([ 155.46131522, -148.76947492])"
637,"array([ 153.92292906, -143.24482519])"
638,"array([ 134.35207496, -122.34633507])"
639,"array([ 133.66270212, -127.93726739])"
640,"array([ 140.34302123, -139.74707918])"
641,"array([ 134.37491172, -130.79735706])"
642,"array([ 147.37869293, -145.74708291])"
643,"array([ 141.6581536 , -139.18187046])"
644,"array([ 139.67820346, -135.59746622])"
645,"array([ 145.24069108, -133.7854799 ])"
646,"array([ 137.97628921, -140.54022399])"
647,"array([ 145.13650196, -132.96698971])"
648,"array([ 127.45759054, -116.30772475])"
649,"array([ 128.67611598, -123.93901081])"
650,"array([ 139.77454505, -148.67483511])"
651,"array([ 127.85699458, -115.68368816])"
652,"array([ 132.90136945, -117.27847266])"
653,"array([ 143.96940393, -132.99429375])"
654,"array([ 147.64198206, -136.67288037])"
655,"array([ 141.50845098, -121.96008266])"
656,"array([ 142.62586094, -129.31952797])"
657,"array([ 141.94060486, -138.62779932])"
658,"array([ 144.62410177, -115.98362782])"
659,"array([ 152.98607877, -141.08686209])"
660,"array([ 129.87627513, -155.72777267])"
661,"array([ 155.92422836, -133.79437489])"
662,"array([ 128.2428036 , -142.49606179])"
663,"array([ 132.50155205, -143.73026473])"
664,"array([ 130.79959453, -103.30381139])"
665,"array([ 146.62402166, -125.18881262])"
666,"array([ 141.10651194, -130.76272373])"
667,"array([ 152.04067653, -124.77782265])"
668,"array([ 159.59789019, -123.253425  ])"
669,"array([ 149.02314374, -131.70721696])"
670,"array([-1611.9747522 , -1911.76242858])"
671,"array([ 137.75976091, -122.23391124])"
672,"array([ 129.76211647, -121.32550207])"
673,"array([ 174.21594883, -104.27075709])"
674,"array([ 160.16734467, -121.33537011])"
675,"array([ 126.46286061, -116.82051081])"
676,"array([ 126.64515216, -119.0995345 ])"
677,"array([ 143.87875861, -147.64425856])"
678,"array([ 146.1415401, -147.456059 ])"
679,"array([ 124.78234295, -145.87509853])"
680,"array([ 147.18548811, -150.54442832])"
681,"array([ 167.88309177, -119.58903244])"
682,"array([ 147.15613663, -133.16673215])"
683,"array([ 160.55533302, -131.48816481])"
684,"array([ 166.57245267, -138.8203565 ])"
685,"array([ 169.16246992, -138.14024927])"
686,"array([ 164.37621244, -137.85661113])"
687,"array([ 150.29947193, -149.08223427])"
688,"array([ 151.76879727, -137.33633618])"
689,"array([ 126.2893617 , -115.56007457])"
690,"array([ 139.33865083, -132.81656999])"
691,"array([ 135.06892227, -118.14107075])"
692,"array([ 143.40294228, -137.23439171])"
693,"array([ 150.48789972, -125.0113644 ])"
694,"array([ 144.30766658, -125.48655518])"
695,"array([ 131.9232594 , -112.55178859])"
696,"array([ 128.53336014, -110.66534212])"
697,"array([ 145.84644405, -125.49199222])"
698,"array([ 161.92134556, -141.00717212])"
699,"array([ 159.65747484, -136.88286936])"
700,"array([ 150.08148221, -131.44302719])"
701,"array([ 149.4366611 , -129.87616626])"
702,"array([ 157.14257828, -107.90013967])"
703,"array([ 154.29196146, -113.80882446])"
704,"array([ 134.20137203, -142.19815942])"
705,"array([ 136.11084233, -125.37913178])"
706,"array([ 125.12198371, -118.65067804])"
707,"array([ 139.7865644 , -129.83697125])"
708,"array([ 140.96513711, -135.96258206])"
709,"array([ 129.3674843, -119.9372301])"
710,"array([ 183.14302999, -125.81963371])"
711,"array([ 161.87924034, -132.36890097])"
712,"array([ 127.08187161, -114.60931228])"
713,"array([ 138.04933761, -151.71407106])"
714,"array([ 137.12449085, -145.7579686 ])"
715,"array([ 145.91338921, -125.88984195])"
716,"array([ 128.58058384, -123.64999182])"
717,"array([ 133.1595337 , -114.68287535])"
718,"array([ 137.52944248, -153.14724287])"
719,"array([ 165.8657727 , -138.27478432])"
720,"array([ 124.96953181, -132.47887118])"
721,"array([ 131.74898847, -115.58751607])"
722,"array([ 135.58358233, -124.39651337])"
723,"array([ 135.421648  , -122.74552341])"
724,"array([ 149.47633223, -137.56432073])"
725,"array([ 141.02529385, -141.45368396])"
726,"array([ 147.24983722, -126.10140333])"
727,"array([ 134.59738247, -129.05247862])"
728,"array([ 167.08096621, -126.73501588])"
729,"array([ 151.0510367 , -141.57881387])"
730,"array([ 133.4911835 , -128.59717417])"
731,"array([ 138.12253133, -117.91593127])"
732,"array([ 134.49117937, -167.41036788])"
733,"array([ 137.53692258, -147.30282683])"
734,"array([ 141.05074063, -135.47196966])"
735,"array([ 127.85591597, -112.64069356])"
736,"array([ 125.46101981, -116.76681253])"
737,"array([ 150.47381028, -136.44676175])"
738,"array([ 166.77644099, -110.04281829])"
739,"array([ 133.74781716, -121.49088555])"
740,"array([ 132.72995208, -142.46233589])"
741,"array([ 140.95211844, -158.1101121 ])"
742,"array([ 154.74969246, -137.31642657])"
743,"array([ 131.47751287, -133.22729069])"
744,"array([ 133.11131215, -132.1433257 ])"
745,"array([ 154.48707874, -132.94349705])"
746,"array([ 155.05545547, -126.99111003])"
747,"array([ 131.3436613 , -152.57516555])"
748,"array([ 141.97928693, -144.6732697 ])"
749,"array([ 137.12938538, -151.39033995])"
750,"array([ 151.11304493, -139.9672891 ])"
751,"array([ 128.48374222, -119.38654226])"
752,"array([ 125.55407389, -124.66608438])"
753,"array([ 122.53522503, -141.36321848])"
754,"array([ 135.74748298, -140.88833834])"
755,"array([ 150.21563156, -133.05542313])"
756,"array([ 145.51726102, -128.64301702])"
757,"array([ 127.68370344, -129.61639306])"
758,"array([ 126.15437204, -126.96833066])"
759,"array([ 125.87381828, -117.90587233])"
760,"array([ 125.9445794 , -112.67754633])"
761,"array([ 135.45329346, -118.04663351])"
762,"array([ 131.37770915, -142.20259758])"
763,"array([ 153.06966204, -142.88842663])"
764,"array([ 130.8215112 , -155.56573474])"
765,"array([ 135.07306237, -154.58247668])"
766,"array([ 162.51340145, -124.48174522])"
767,"array([ 151.96904334, -134.45057613])"
768,"array([ 151.54665051, -131.32190403])"
769,"array([ 145.70905462, -144.65531303])"
770,"array([ 127.33469007, -155.17566569])"
771,"array([ 131.79734593, -154.60812545])"
772,"array([ 151.58273073, -143.75595547])"
773,"array([ 153.62590767, -136.98258054])"
774,"array([ 162.19703786, -167.33539854])"
775,"array([ 156.43252815, -151.77950523])"
776,"array([ 150.78829594, -143.00956405])"
777,"array([ 158.83551277, -141.67600777])"
778,"array([ 140.63822101, -148.97586175])"
779,"array([ 152.21899841, -157.27280818])"
780,"array([ 127.42007546, -119.2833859 ])"
781,"array([ 120.24779776, -114.92947199])"
782,"array([ 173.01745277, -136.17951833])"
783,"array([ 156.09740314, -131.14635917])"
784,"array([ 138.77798751, -130.04173131])"
785,"array([ 138.6829914 , -133.65475591])"
786,"array([170.88579292, -99.62534088])"
787,"array([ 127.43547012, -116.9759531 ])"
788,"array([ 136.18040734, -122.49932319])"
789,"array([ 141.09316428, -138.27349666])"
790,"array([ 126.56314024, -130.51660096])"
791,"array([ 156.39189578, -135.05492616])"
792,"array([ 157.98343876, -129.0657734 ])"
793,"array([ 116.73027964, -138.08555084])"
794,"array([ 116.9637644, -148.3075524])"
795,"array([ 152.44396901, -147.00811799])"
796,"array([ 144.73808208, -142.94101984])"
797,"array([ 138.49651351, -117.68343497])"
798,"array([ 142.09440683, -125.44566755])"
799,"array([ 140.80234675, -138.36712724])"
800,"array([ 136.89887181, -133.2592116 ])"
801,"array([ 147.51904222, -140.8917051 ])"
802,"array([ 154.6197936 , -140.52204033])"
803,"array([ 153.9635876 , -150.41316305])"
804,"array([ 145.64784225, -137.95092685])"
805,"array([ 135.82758534, -140.54092436])"
806,"array([ 153.41260126, -122.1238441 ])"
807,"array([ 143.51294142, -127.76098697])"
808,"array([ 155.26888347, -149.837613  ])"
809,"array([ 132.09438145, -150.38349992])"
810,"array([ 142.17561933, -149.79707566])"
811,"array([ 146.47746626, -138.71087823])"
812,"array([ 135.64129279, -133.88938194])"
813,"array([ 140.47800176, -135.2605815 ])"
814,"array([ 137.08021325, -122.84019231])"
815,"array([ 141.85729809, -125.16721475])"
816,"array([ 141.75522754, -134.87645024])"
817,"array([ -520.63469613, -2568.03879253])"
818,"array([ 124.66296321, -118.2351272 ])"
819,"array([ 145.65449292, -146.21950588])"
820,"array([ 142.85699697, -137.80553148])"
821,"array([ 138.93410922, -136.78677019])"
822,"array([ 130.83524519, -165.29233646])"
823,"array([ 142.50212579, -137.76516141])"
824,"array([ 157.0656273 , -144.38931808])"
825,"array([ 138.81438233, -146.83875981])"
826,"array([ 144.8545533 , -134.07465231])"
827,"array([ 135.76626471, -138.28588061])"
828,"array([ 151.69064488, -112.72798716])"
829,"array([ 147.94622381, -127.74905508])"
830,"array([ 144.64639494, -127.69153588])"
831,"array([ 142.33628794, -135.36193851])"
832,"array([ 146.13299023, -145.65953368])"
833,"array([ 139.18883789, -116.27705841])"
834,"array([ 124.41505592, -117.91324658])"
835,"array([132.88583612, -93.50353155])"
836,"array([ 134.81500441, -135.09418158])"
837,"array([ 139.61144052, -131.31936152])"
838,"array([ 136.71384683, -137.1324636 ])"
839,"array([ 150.83260354, -118.86718046])"
840,"array([ 127.59450736, -164.0626433 ])"
841,"array([ 143.40420177, -133.22352393])"
842,"array([ 141.60235406, -146.00386868])"
843,"array([ 142.6662795 , -150.74537299])"
844,"array([ 135.92655725, -146.87205833])"
845,"array([ 150.40699273, -129.95594824])"
846,"array([ 147.2421649 , -133.48411361])"
847,"array([ 155.73442173, -114.96132934])"
848,"array([ 135.36054544, -134.76266541])"
849,"array([ 138.92789369, -139.85282701])"
850,"array([ 141.57783046, -116.97403422])"
851,"array([ 123.25540312, -113.88374993])"
852,"array([ 134.90406155, -136.020616  ])"
853,"array([ 148.15019889, -130.13040576])"
854,"array([ 146.4544173 , -130.51491592])"
855,"array([ 135.08138605, -151.80086221])"
856,"array([ 131.23125179, -147.89886447])"
857,"array([ 137.19691305, -133.93326004])"
858,"array([ 137.21837695, -144.50336833])"
859,"array([ 152.25507752, -134.15760779])"
860,"array([ 141.55287887, -136.40583829])"
861,"array([ 150.55028974, -141.00047865])"
862,"array([ 130.65125386, -141.06380737])"
863,"array([ 130.02752814, -134.95401432])"
864,"array([ 135.67918302, -135.25285242])"
865,"array([ 145.97896053, -130.9608541 ])"
866,"array([ 134.96228681, -148.20666919])"
867,"array([ 134.54551407, -141.00302165])"
868,"array([ 148.30034719, -140.17792395])"
869,"array([ 134.05362506, -144.52524122])"
870,"array([ 129.32755117, -125.38506198])"
871,"array([ 128.55854091, -132.56524663])"
872,"array([ 136.58365247, -130.56026462])"
873,"array([ 136.33334349, -127.93076586])"
874,"array([ 130.02309293, -122.31231393])"
875,"array([ 134.40742504, -135.78142087])"
876,"array([ 131.91913739, -130.97949939])"
877,"array([ 149.57358848, -134.47915715])"
878,"array([ 148.87715369, -134.42248713])"
879,"array([ 146.03084947, -152.06644594])"
880,"array([ 146.72723031, -119.92874566])"
881,"array([ 147.0778766 , -120.64136027])"
882,"array([ 133.1752802 , -130.42465646])"
883,"array([ 126.74610307, -137.82314446])"
884,"array([ 123.80059003, -116.97241628])"
885,"array([ 141.75849194, -133.16623034])"
886,"array([ 135.22108125, -145.8696024 ])"
887,"array([ 136.63307892, -149.2451258 ])"
888,"array([ 128.47774319, -116.16672258])"
889,"array([ 132.63399546, -138.49301723])"
890,"array([ 127.69973846, -132.11266077])"
891,"array([ 151.20407499, -152.03220807])"
892,"array([ 158.60634562, -153.02867307])"
893,"array([ 134.37446806, -123.15390877])"
894,"array([ 138.88764809, -128.15017071])"
895,"array([ 133.67391091, -135.77860326])"
896,"array([ 131.31058435, -118.96840127])"
897,"array([ 152.14994208, -132.84399238])"
898,"array([ 137.91489548, -138.47241693])"
899,"array([ 157.53799377, -145.6737817 ])"
900,"array([ 145.03737711, -136.54000886])"
901,"array([ 135.43341049, -126.50566724])"
902,"array([ 148.99517724, -118.50832661])"
903,"array([ 150.86301614, -145.52670136])"
904,"array([ 137.36879525, -137.93761948])"
905,"array([ 139.42033402, -144.79685246])"
906,"array([ 136.27326168, -137.88094175])"
907,"array([ 126.51741008, -118.48194224])"
908,"array([ 154.94078768, -134.59663979])"
909,"array([ 149.42006911, -129.51974608])"
910,"array([ 136.35545943, -128.989854  ])"
911,"array([ 129.44547941, -119.06707787])"
912,"array([ 145.47027994, -137.41317683])"
913,"array([ 134.55733346, -145.56139818])"
914,"array([ 146.72839691, -139.26610576])"
915,"array([ 154.90006119, -131.01738053])"
916,"array([ 125.05405061, -109.38331963])"
917,"array([ 121.10128172, -106.61748869])"
918,"array([ 144.25271766, -113.01085299])"
919,"array([ 142.16264613, -143.52873295])"
920,"array([ 125.79896864, -123.83459846])"
921,"array([ 122.68034261, -116.01284277])"
922,"array([ 148.50564861, -138.20005405])"
923,"array([ 142.69813446, -126.56377221])"
924,"array([ 143.99438554, -123.02419641])"
925,"array([ 148.48034265, -139.56642952])"
926,"array([ 157.52738443, -135.50446026])"
927,"array([ 141.66598233, -155.66536526])"
928,"array([ 145.44347887, -155.26251244])"
929,"array([ 138.97206804, -128.82433082])"
930,"array([ 137.44721551, -119.92981422])"
931,"array([ 157.39397082, -141.28285107])"
932,"array([ 151.56535455, -140.50955598])"
933,"array([ 167.79061629, -127.50361768])"
934,"array([ 150.06334125, -136.67161211])"
935,"array([ 137.30966674, -145.56799796])"
936,"array([ 133.2885928 , -148.74298356])"
937,"array([ 122.05089012, -133.48191897])"
938,"array([ 148.27249429, -136.98848733])"
939,"array([ 143.16264283, -133.02851221])"
940,"array([ 140.213984  , -153.60560874])"
941,"array([ 146.74634647, -153.96426635])"
942,"array([ 146.05734127, -141.40867984])"
943,"array([ 129.37426207, -115.30206599])"
944,"array([ 141.89346017, -150.65242741])"
945,"array([ 139.10284728, -147.22756662])"
946,"array([ 111.10432381, -125.58819013])"
947,"array([ 147.93275029, -114.71427977])"
948,"array([ 149.37600994, -120.49579262])"
949,"array([ 143.79781439, -121.35170907])"
950,"array([ 144.2313448 , -146.45022247])"
951,"array([ 139.65663382, -142.93324641])"
952,"array([ 135.93084834, -141.0334573 ])"
953,"array([ 127.33428956, -130.23226026])"
954,"array([ 126.83577197, -116.65616187])"
955,"array([ 136.68592109, -133.67386777])"
956,"array([ 135.84336093, -133.3416509 ])"
957,"array([ 131.47184041, -114.95524108])"
958,"array([ 150.72552691, -114.19437983])"
959,"array([ 149.68132831, -124.90715262])"
960,"array([ 180.85930909, -114.08946197])"
961,"array([ 183.55722039, -118.54581535])"
962,"array([ 137.42058061, -154.66525724])"
963,"array([ 124.9076236 , -115.46782701])"
964,"array([ 121.94071103, -111.01638933])"
965,"array([ 148.931672  , -150.34048904])"
966,"array([ 142.99690886, -130.54912258])"
967,"array([ 137.83551536, -137.05146663])"
968,"array([ 135.93939417, -176.43432928])"
969,"array([ 148.29047551, -144.9408677 ])"
970,"array([ 138.92067721, -138.33046946])"
971,"array([ 140.28657906, -134.09734758])"
972,"array([ 138.1999681 , -132.92500374])"
973,"array([ 154.39225787, -132.65565646])"
974,"array([ 155.88071816, -123.71011415])"
975,"array([ 125.78710985, -116.96310927])"
976,"array([ 150.67582634, -171.33254125])"
977,"array([ 153.33485847, -152.20954369])"
978,"array([ 134.6650054 , -135.95706415])"
979,"array([ 124.7841077 , -117.73686809])"
980,"array([ 123.66042206, -114.30442391])"
981,"array([ 154.87882096, -132.9638779 ])"
982,"array([ 124.84811639, -120.53926987])"
983,"array([ 121.27181928, -131.90027376])"
984,"array([ 132.31393672, -128.13339815])"
985,"array([ 142.81959307, -123.67188737])"
986,"array([ 139.69917817, -129.43405459])"
987,"array([ 149.82752594, -125.40993133])"
988,"array([ 167.5105063 , -115.84653975])"
989,"array([ 131.25369226, -119.31270314])"
990,"array([ 152.77531886, -104.71766769])"
991,"array([ 146.90115504, -132.11179531])"
992,"array([ 122.26249838, -116.74097352])"
993,"array([ 150.87180331, -125.10452781])"
994,"array([ 159.2439329 , -119.59480082])"
995,"array([ 123.97933055, -114.94973238])"
996,"array([ 126.08627779, -113.38388141])"
997,"array([ 123.83044211, -114.66397409])"
998,"array([ 148.12418347, -126.51299607])"
999,"array([ 148.55486425, -128.82065227])"
1000,"array([ 1040.94518938, -2077.59850053])"
1001,"array([ 129.8867181 , -122.89559012])"
1002,"array([ 140.85428536, -113.05755303])"
1003,"array([ 137.1062299 , -127.89499764])"
1004,"array([ 143.73017135, -143.45392352])"
1005,"array([ 125.88080418, -115.73185522])"
1006,"array([ 157.94946178, -124.46383899])"
1007,"array([ 136.99978103, -132.19266515])"
1008,"array([ 128.72103741, -117.20687094])"
1009,"array([ 125.1845939 , -111.69592238])"
1010,"array([ 143.46227859, -102.50964338])"
1011,"array([142.02744207, -98.79628025])"
1012,"array([ 146.10339781, -124.27789973])"
1013,"array([ 146.92919417, -115.28427514])"
1014,"array([ 136.75489051, -145.36089729])"
1015,"array([ 136.65946331, -131.71440361])"
1016,"array([ 131.0402821 , -113.78595897])"
1017,"array([ 123.59508073, -112.12775215])"
1018,"array([ 135.16262258, -144.41317023])"
1019,"array([ 113.83087755, -109.91657709])"
1020,"array([ 172.32246478, -101.56990636])"
1021,"array([ 135.27536981, -120.61960012])"
1022,"array([ 145.80477726, -147.14780938])"
1023,"array([ 140.92765527, -124.89011092])"
1024,"array([ 124.16005869, -117.4302518 ])"
1025,"array([ 122.77157266, -109.03255756])"
